Delta_T_C,Rload_ohm,Material,Seebeck_V_per_K
102.85,10.95,Bi2Te3,0.00022
161.76,19.49,Skutterudite,0.0002
143.19,14.95,Skutterudite,0.0002
210.75,19.55,Skutterudite,0.0002
202.59,16.34,PbTe,0.00018
271.8,14.17,Bi2Te3,0.00022
147.28,9.66,Bi2Te3,0.00022
177.55,16.84,PbTe,0.00018
292.87,5.62,Bi2Te3,0.00022
63.58,9.19,Bi2Te3,0.00022
147.53,4.54,Skutterudite,0.0002
174.99,8.96,PbTe,0.00018
199.41,8.5,Bi2Te3,0.00022
79.73,18.18,Bi2Te3,0.00022
277.17,3.05,PbTe,0.00018
98.29,5.08,Skutterudite,0.0002
139.44,16.85,Skutterudite,0.0002
274.77,6.62,Skutterudite,0.0002
238.43,13.26,Bi2Te3,0.00022
213.22,4.3,Bi2Te3,0.00022
167.41,10.3,Skutterudite,0.0002
281.25,18.03,Skutterudite,0.0002
130.28,8.63,PbTe,0.00018
175.99,18.09,Bi2Te3,0.00022
137.78,2.17,Skutterudite,0.0002
259.76,12.13,Bi2Te3,0.00022
247.9,3.48,Bi2Te3,0.00022
246.03,5.72,PbTe,0.00018
115.47,11.03,PbTe,0.00018
195.76,3.99,Skutterudite,0.0002
113.53,7.4,Skutterudite,0.0002
157.25,11.89,Bi2Te3,0.00022
65.55,17.47,PbTe,0.00018
248.12,17.65,Skutterudite,0.0002
192.58,10.6,Bi2Te3,0.00022
73.62,16.35,PbTe,0.00018
197.44,12.1,Bi2Te3,0.00022
214.61,7.96,PbTe,0.00018
194.39,9.56,PbTe,0.00018
179.11,15.36,PbTe,0.00018
183.14,14.24,Skutterudite,0.0002
81.45,6.93,PbTe,0.00018
267.32,16.94,Bi2Te3,0.00022
153.58,16.29,Skutterudite,0.0002
156.15,4.83,PbTe,0.00018
183.05,1.46,PbTe,0.00018
85.97,16.45,Bi2Te3,0.00022
190.11,6.5,Bi2Te3,0.00022
198.79,5.41,PbTe,0.00018
118.28,3.25,Skutterudite,0.0002
52.43,15.84,Skutterudite,0.0002
215.47,19.95,PbTe,0.00018
116.39,11.85,Bi2Te3,0.00022
162.16,16.29,Bi2Te3,0.00022
105.18,15.66,Bi2Te3,0.00022
138.16,1.58,PbTe,0.00018
258.15,15.36,Bi2Te3,0.00022
226.12,1.26,PbTe,0.00018
160.94,9.82,Skutterudite,0.0002
142.01,9.47,PbTe,0.00018
97.3,15.39,Skutterudite,0.0002
139.13,12.62,Bi2Te3,0.00022
250.86,11.28,Bi2Te3,0.00022
234.32,11.77,Bi2Te3,0.00022
79.87,17.45,Bi2Te3,0.00022
106.19,14.62,PbTe,0.00018
230.14,14.58,Skutterudite,0.0002
88.7,5.54,PbTe,0.00018
95.47,9.21,Bi2Te3,0.00022
278.75,7.87,PbTe,0.00018
295.12,15.73,Bi2Te3,0.00022
246.99,11.78,PbTe,0.00018
298.08,19.04,Skutterudite,0.0002
225.07,17.74,PbTe,0.00018
286.85,1.37,Bi2Te3,0.00022
200.31,14.1,Bi2Te3,0.00022
60.02,5.42,Bi2Te3,0.00022
154.06,1.3,Bi2Te3,0.00022
99.65,15.9,Skutterudite,0.0002
141.19,3.53,Skutterudite,0.0002
142.77,11.8,Skutterudite,0.0002
260.78,1.83,Skutterudite,0.0002
216.85,12.47,Bi2Te3,0.00022
97.99,1.91,Skutterudite,0.0002
150.09,15.2,Skutterudite,0.0002
71.08,10.59,PbTe,0.00018
194.62,12.54,Bi2Te3,0.00022
295.35,18.61,Skutterudite,0.0002
98.48,13.32,Skutterudite,0.0002
223.32,9.53,Bi2Te3,0.00022
194.11,18.53,Skutterudite,0.0002
149.18,17.36,PbTe,0.00018
157.62,2.82,Bi2Te3,0.00022
196.03,17.85,PbTe,0.00018
245.56,3.73,Bi2Te3,0.00022
230.09,15.55,Bi2Te3,0.00022
153.03,5.26,PbTe,0.00018
154.11,5.32,Skutterudite,0.0002
268.17,17.86,PbTe,0.00018
84.79,15.53,Bi2Te3,0.00022
256.06,18.83,Skutterudite,0.0002
193.1,8.93,PbTe,0.00018
277.92,5.32,Skutterudite,0.0002
95.75,7.87,Skutterudite,0.0002
127.57,19.59,PbTe,0.00018
144.15,19.47,PbTe,0.00018
147.39,9.29,Bi2Te3,0.00022
163.68,19.42,Skutterudite,0.0002
73.97,3.13,PbTe,0.00018
181.16,5.11,PbTe,0.00018
87.64,8.2,Bi2Te3,0.00022
183.32,8.25,Skutterudite,0.0002
266.23,8.69,Skutterudite,0.0002
295.89,18.22,Bi2Te3,0.00022
225.89,12.04,PbTe,0.00018
59.94,14.89,Bi2Te3,0.00022
216.41,12.91,Skutterudite,0.0002
79.51,13.42,Bi2Te3,0.00022
138.97,12.05,Skutterudite,0.0002
90.16,14.97,Skutterudite,0.0002
56.49,18.09,Bi2Te3,0.00022
113.26,3.68,PbTe,0.00018
239.18,4.71,Bi2Te3,0.00022
262.16,8.79,Skutterudite,0.0002
186.3,3.04,Skutterudite,0.0002
185.23,7.41,Skutterudite,0.0002
252.02,6.61,Skutterudite,0.0002
59.11,19.7,PbTe,0.00018
79.55,12,PbTe,0.00018
62.52,14.6,Bi2Te3,0.00022
68.02,16.08,Bi2Te3,0.00022
176.5,2.49,PbTe,0.00018
149.36,17.82,PbTe,0.00018
76.25,19.79,PbTe,0.00018
52.97,2.1,Skutterudite,0.0002
113.05,5.79,Skutterudite,0.0002
240.51,7.99,Bi2Te3,0.00022
102.24,12.62,PbTe,0.00018
218.15,6.65,Bi2Te3,0.00022
272.28,2.93,PbTe,0.00018
162.85,13.91,PbTe,0.00018
244.63,15.15,Skutterudite,0.0002
51.36,15.52,Bi2Te3,0.00022
290.88,11.95,Skutterudite,0.0002
289.57,3.99,PbTe,0.00018
262.88,5.08,PbTe,0.00018
66.8,13.04,Skutterudite,0.0002
177.88,16.24,PbTe,0.00018
201.92,2.8,Skutterudite,0.0002
200.09,3.9,Bi2Te3,0.00022
281.23,17.25,Bi2Te3,0.00022
168.83,18.69,Bi2Te3,0.00022
250.89,7.27,Bi2Te3,0.00022
276.9,10.42,Bi2Te3,0.00022
93.9,18.89,Bi2Te3,0.00022
144.27,3.99,PbTe,0.00018
232.71,14.99,Skutterudite,0.0002
159.42,13.33,PbTe,0.00018
57.58,14.49,Skutterudite,0.0002
214.68,8.66,Skutterudite,0.0002
157.87,3.58,Skutterudite,0.0002
79.41,5.81,Skutterudite,0.0002
142.72,11.36,PbTe,0.00018
209.75,1.94,PbTe,0.00018
208.83,3,PbTe,0.00018
289.29,18.31,Bi2Te3,0.00022
293.73,12.4,Bi2Te3,0.00022
242.49,4.08,PbTe,0.00018
251.06,13.59,Bi2Te3,0.00022
224.69,10.3,PbTe,0.00018
120.21,3.91,Skutterudite,0.0002
186.53,4.69,Skutterudite,0.0002
77.25,4.6,PbTe,0.00018
267.87,13.65,PbTe,0.00018
87.17,10.7,Bi2Te3,0.00022
178.93,2.62,Bi2Te3,0.00022
283.58,17.08,Skutterudite,0.0002
299.49,1.53,Skutterudite,0.0002
212.4,10.9,Skutterudite,0.0002
145.01,4.24,Bi2Te3,0.00022
266.14,2.23,PbTe,0.00018
260.93,7.89,PbTe,0.00018
210.13,19.02,Bi2Te3,0.00022
133.09,8.63,Skutterudite,0.0002
83.89,2.51,Bi2Te3,0.00022
112.83,7.24,PbTe,0.00018
105.84,14.45,PbTe,0.00018
172.38,5.26,Skutterudite,0.0002
96.75,16.21,PbTe,0.00018
264.69,12.38,Skutterudite,0.0002
60.3,17.61,Skutterudite,0.0002
224.91,12.57,Bi2Te3,0.00022
177.86,13.88,Skutterudite,0.0002
272.11,1.76,PbTe,0.00018
153.64,19.77,PbTe,0.00018
175.04,14.06,PbTe,0.00018
258.16,11.78,Bi2Te3,0.00022
156.25,2.44,Skutterudite,0.0002
130.91,1.99,Skutterudite,0.0002
65.82,18.71,Bi2Te3,0.00022
281.21,8.11,Skutterudite,0.0002
157.07,9.69,Bi2Te3,0.00022
94.44,6.83,Skutterudite,0.0002
222.38,15.43,Skutterudite,0.0002
56.48,10.02,PbTe,0.00018
91.87,2.08,Skutterudite,0.0002
134.54,5.47,PbTe,0.00018
278.31,13.34,Skutterudite,0.0002
240.24,19.57,Skutterudite,0.0002
228.04,6.13,Skutterudite,0.0002
279.65,1.22,PbTe,0.00018
103.43,18.02,Bi2Te3,0.00022
254.52,2.67,Skutterudite,0.0002
276.74,10.44,Bi2Te3,0.00022
154.46,13.11,Bi2Te3,0.00022
125.66,9.2,PbTe,0.00018
79.36,1.81,Skutterudite,0.0002
240.15,2.71,PbTe,0.00018
131.03,14.65,Skutterudite,0.0002
56.8,6.84,Skutterudite,0.0002
169.41,4.95,Bi2Te3,0.00022
256.72,2.11,Bi2Te3,0.00022
201.67,16.71,Bi2Te3,0.00022
218.96,15.54,PbTe,0.00018
92.46,8.05,Skutterudite,0.0002
159.18,5.7,Skutterudite,0.0002
249.39,7.5,PbTe,0.00018
268.77,13.64,Bi2Te3,0.00022
64.25,4.38,PbTe,0.00018
108.43,4.7,Skutterudite,0.0002
158.51,1.36,Bi2Te3,0.00022
204.92,4.06,PbTe,0.00018
237.65,19.11,Skutterudite,0.0002
274.15,9.97,Bi2Te3,0.00022
198.92,3.99,Skutterudite,0.0002
252.62,4.79,PbTe,0.00018
149.94,13.28,PbTe,0.00018
212.06,1.66,Bi2Te3,0.00022
278.76,7.89,PbTe,0.00018
239.88,14.49,Bi2Te3,0.00022
136.14,2.23,PbTe,0.00018
95.8,3.99,PbTe,0.00018
214.43,6.25,Skutterudite,0.0002
277.92,2.5,Bi2Te3,0.00022
88.01,14.67,Bi2Te3,0.00022
85.51,2.87,PbTe,0.00018
267,17.78,Bi2Te3,0.00022
201.71,18.68,PbTe,0.00018
267.66,18.79,Bi2Te3,0.00022
135.9,5.47,Skutterudite,0.0002
108.06,9.49,PbTe,0.00018
236.38,9.82,Bi2Te3,0.00022
223.61,8.62,Bi2Te3,0.00022
185.82,2.84,PbTe,0.00018
297.73,18.63,Skutterudite,0.0002
56.01,2.83,PbTe,0.00018
120.22,19.86,Bi2Te3,0.00022
127.57,10.9,Bi2Te3,0.00022
185.36,18.71,Bi2Te3,0.00022
94.96,12.6,Bi2Te3,0.00022
229.18,14.35,Skutterudite,0.0002
220.58,5.24,PbTe,0.00018
178.47,1.82,PbTe,0.00018
76.07,19.58,PbTe,0.00018
138.4,17.26,Skutterudite,0.0002
234.78,2.39,Skutterudite,0.0002
74.36,19.89,Bi2Te3,0.00022
83.76,16.36,Skutterudite,0.0002
63.24,13.1,Bi2Te3,0.00022
255.99,15.18,PbTe,0.00018
199.04,18.72,PbTe,0.00018
238.16,9.95,Skutterudite,0.0002
226.17,15.06,Bi2Te3,0.00022
298.8,13.22,PbTe,0.00018
156.22,1.79,Bi2Te3,0.00022
112.15,18.79,Bi2Te3,0.00022
264.65,2.49,PbTe,0.00018
168.8,11.74,Skutterudite,0.0002
75.72,9.42,Skutterudite,0.0002
115.11,14.51,PbTe,0.00018
135.24,1.84,Skutterudite,0.0002
163.43,1.9,Skutterudite,0.0002
132.38,17.65,Bi2Te3,0.00022
186.11,13.74,Bi2Te3,0.00022
282.05,19.62,Skutterudite,0.0002
86.06,3.85,Skutterudite,0.0002
166.46,16.51,PbTe,0.00018
271.75,11.88,Skutterudite,0.0002
233.03,17.08,Skutterudite,0.0002
108.59,9.07,Bi2Te3,0.00022
230.85,4.61,Skutterudite,0.0002
177.13,6.39,Bi2Te3,0.00022
170.33,10.23,Skutterudite,0.0002
161.23,17.57,Skutterudite,0.0002
106.85,17.37,Skutterudite,0.0002
203.92,17.18,Skutterudite,0.0002
132.61,19,Bi2Te3,0.00022
147.42,18.69,PbTe,0.00018
171.33,10.28,PbTe,0.00018
192.43,10.31,Bi2Te3,0.00022
172.75,17.88,Bi2Te3,0.00022
226.13,17.21,Skutterudite,0.0002
98.91,13.87,PbTe,0.00018
269.91,11.72,PbTe,0.00018
124.38,15.24,PbTe,0.00018
206.56,15,Bi2Te3,0.00022
127.22,7.64,Skutterudite,0.0002
167.24,12.98,Skutterudite,0.0002
96.52,8.72,PbTe,0.00018
80.23,4.09,PbTe,0.00018
194.24,15.21,Bi2Te3,0.00022
260.61,7.26,Bi2Te3,0.00022
114.55,13.06,Bi2Te3,0.00022
174.48,4.7,Bi2Te3,0.00022
219.5,17.55,PbTe,0.00018
142.75,3.8,Skutterudite,0.0002
257.35,19.43,Bi2Te3,0.00022
170.34,7.58,PbTe,0.00018
226.32,5.92,Skutterudite,0.0002
261.39,15.5,Bi2Te3,0.00022
293.83,4.46,PbTe,0.00018
283.94,7.74,PbTe,0.00018
82.37,2.64,PbTe,0.00018
58.41,19.94,Bi2Te3,0.00022
63.62,12.5,Skutterudite,0.0002
162.05,10.76,PbTe,0.00018
150.3,13.31,PbTe,0.00018
196.24,9.15,PbTe,0.00018
222.95,1.31,Bi2Te3,0.00022
174.22,15.63,PbTe,0.00018
69.94,10.17,PbTe,0.00018
159.05,11.69,Bi2Te3,0.00022
86.38,12.71,Skutterudite,0.0002
144.01,12.51,PbTe,0.00018
107.25,15.19,Bi2Te3,0.00022
212.47,8.34,Bi2Te3,0.00022
226.21,12.75,Bi2Te3,0.00022
272.58,18.4,Skutterudite,0.0002
255.9,17.84,Bi2Te3,0.00022
123.45,15.62,Bi2Te3,0.00022
104.29,11.34,Skutterudite,0.0002
141.48,9.17,Skutterudite,0.0002
196.37,15.95,PbTe,0.00018
224.36,4.62,Bi2Te3,0.00022
298.8,18.96,PbTe,0.00018
113.27,14.55,Bi2Te3,0.00022
50.86,10.14,Bi2Te3,0.00022
135.76,10.75,Bi2Te3,0.00022
94.54,5.71,Bi2Te3,0.00022
165.62,11.66,Bi2Te3,0.00022
260.08,5.3,Bi2Te3,0.00022
140.16,9.98,Bi2Te3,0.00022
252.35,9.07,Bi2Te3,0.00022
74.56,8.69,PbTe,0.00018
294.53,1.76,Bi2Te3,0.00022
235.91,2.35,Bi2Te3,0.00022
294.11,17.96,Skutterudite,0.0002
204.07,4.06,Skutterudite,0.0002
82.59,14.11,PbTe,0.00018
82.31,16.77,PbTe,0.00018
131.28,8.44,Bi2Te3,0.00022
113.11,15.99,PbTe,0.00018
255.34,7.18,PbTe,0.00018
174.3,6.75,Bi2Te3,0.00022
203.85,18.84,Skutterudite,0.0002
228.1,1.33,PbTe,0.00018
243.24,11.53,PbTe,0.00018
69.89,15.07,Bi2Te3,0.00022
62.15,7.2,PbTe,0.00018
299.51,18.17,Skutterudite,0.0002
74.68,2.37,Bi2Te3,0.00022
268.11,14.97,Bi2Te3,0.00022
224.49,14.31,Skutterudite,0.0002
162.6,5.02,Skutterudite,0.0002
132.72,2.3,Bi2Te3,0.00022
279.16,9.93,Skutterudite,0.0002
185.7,8.58,Skutterudite,0.0002
69.89,18.21,PbTe,0.00018
174.15,11.93,Skutterudite,0.0002
289.37,11.9,Skutterudite,0.0002
273.37,10.44,Skutterudite,0.0002
122.77,4.48,PbTe,0.00018
227.59,14.7,PbTe,0.00018
137.48,6.65,Skutterudite,0.0002
76.14,10.85,Skutterudite,0.0002
85.35,18.08,PbTe,0.00018
227.82,8.9,Bi2Te3,0.00022
93.71,12.42,Skutterudite,0.0002
190.99,16.75,Skutterudite,0.0002
85.52,7.28,Bi2Te3,0.00022
142.92,2.71,Bi2Te3,0.00022
212.4,9.86,Skutterudite,0.0002
143.47,3.93,Bi2Te3,0.00022
259.58,17.87,Bi2Te3,0.00022
84.68,17.02,PbTe,0.00018
144.17,11.61,Skutterudite,0.0002
110.79,4.08,Bi2Te3,0.00022
201.88,5.19,Skutterudite,0.0002
293.27,12.5,Skutterudite,0.0002
199.62,2.44,Bi2Te3,0.00022
86.99,7.86,PbTe,0.00018
187.42,19.57,PbTe,0.00018
175,18.9,PbTe,0.00018
72.83,19.41,Bi2Te3,0.00022
118.89,8.58,PbTe,0.00018
281.8,4.16,Skutterudite,0.0002
144.59,6.83,Bi2Te3,0.00022
78.49,11.59,Skutterudite,0.0002
68.36,13.45,Bi2Te3,0.00022
280.98,11.73,Bi2Te3,0.00022
60.9,13.1,Bi2Te3,0.00022
195.12,1.8,Bi2Te3,0.00022
160.87,1.79,Bi2Te3,0.00022
284.24,8.81,PbTe,0.00018
216.37,6.06,PbTe,0.00018
272.26,13.5,Skutterudite,0.0002
188.53,10.16,Bi2Te3,0.00022
253.46,13.84,Skutterudite,0.0002
110.21,6.15,PbTe,0.00018
145.64,19.96,Skutterudite,0.0002
155.35,17.44,Skutterudite,0.0002
152.71,1.14,PbTe,0.00018
253.26,17.66,PbTe,0.00018
127.19,19.03,Bi2Te3,0.00022
213.86,13.8,Skutterudite,0.0002
176.59,12.07,Bi2Te3,0.00022
201.22,12.54,PbTe,0.00018
297,1.58,Skutterudite,0.0002
83.01,14,PbTe,0.00018
234.87,14.72,PbTe,0.00018
94.68,3.49,Skutterudite,0.0002
122.48,1.68,Skutterudite,0.0002
65.6,10.06,PbTe,0.00018
109.3,9.24,PbTe,0.00018
66.42,4.38,Bi2Te3,0.00022
54.67,4.41,Skutterudite,0.0002
152.04,9.22,PbTe,0.00018
52.4,9.84,Bi2Te3,0.00022
109.62,18.37,Bi2Te3,0.00022
295.45,16.91,Bi2Te3,0.00022
195.92,18.06,PbTe,0.00018
295.51,12.13,Skutterudite,0.0002
237.28,19.05,Bi2Te3,0.00022
71.38,3.3,Bi2Te3,0.00022
118.71,11.87,Bi2Te3,0.00022
276.04,13.35,PbTe,0.00018
95.92,3.18,Skutterudite,0.0002
287.87,10.58,Bi2Te3,0.00022
292.3,1.42,PbTe,0.00018
151.25,18.29,Skutterudite,0.0002
228.35,8.87,PbTe,0.00018
142.19,15.96,Bi2Te3,0.00022
286.01,15.08,Bi2Te3,0.00022
101.47,1.15,PbTe,0.00018
268.32,11.18,Bi2Te3,0.00022
111.63,11.5,PbTe,0.00018
117.68,15.28,Skutterudite,0.0002
74.59,3.78,Skutterudite,0.0002
246.6,12.32,Skutterudite,0.0002
82.64,15,Bi2Te3,0.00022
153.64,6.87,PbTe,0.00018
119.76,18.4,PbTe,0.00018
112.13,6.55,Skutterudite,0.0002
86.71,2.79,Skutterudite,0.0002
135.94,16.74,PbTe,0.00018
78.26,2.62,Bi2Te3,0.00022
91.07,1.25,Skutterudite,0.0002
145.7,10.46,PbTe,0.00018
62,2.64,PbTe,0.00018
90.12,11.59,Bi2Te3,0.00022
96.45,6.93,Skutterudite,0.0002
113.71,1.23,Skutterudite,0.0002
116.46,4.23,Skutterudite,0.0002
128.56,6.42,PbTe,0.00018
158.98,4.52,Bi2Te3,0.00022
115.9,9.36,Bi2Te3,0.00022
133.46,4.19,Bi2Te3,0.00022
69.69,9.84,Skutterudite,0.0002
291.76,6.27,Skutterudite,0.0002
208.59,5.46,PbTe,0.00018
169.61,14.38,PbTe,0.00018
227.95,3.37,Skutterudite,0.0002
166.59,11.93,PbTe,0.00018
205.08,13.3,Bi2Te3,0.00022
259.57,13.22,Skutterudite,0.0002
211.37,15.24,Bi2Te3,0.00022
172.96,17.43,Skutterudite,0.0002
274.63,15.34,Skutterudite,0.0002
278.27,16.76,Bi2Te3,0.00022
283.52,2.07,Skutterudite,0.0002
184.92,17.44,Skutterudite,0.0002
69.1,4.17,Skutterudite,0.0002
203.89,12,Skutterudite,0.0002
295.74,13.32,Skutterudite,0.0002
135.72,13.52,Bi2Te3,0.00022
192.52,7.15,Skutterudite,0.0002
111.65,13.04,PbTe,0.00018
289.41,5.46,PbTe,0.00018
273.83,12.37,Skutterudite,0.0002
267.39,14.44,Skutterudite,0.0002
101.17,12.16,Bi2Te3,0.00022
125.71,17.78,Skutterudite,0.0002
84.06,11.16,PbTe,0.00018
77.05,4.06,Skutterudite,0.0002
81.13,10.02,Skutterudite,0.0002
275.41,2.15,Skutterudite,0.0002
97.72,17.84,PbTe,0.00018
90.51,3.78,Skutterudite,0.0002
130.43,10.96,Bi2Te3,0.00022
119.9,9.91,PbTe,0.00018
188.51,19.08,Skutterudite,0.0002
259.1,8.81,PbTe,0.00018
207.42,7.77,Skutterudite,0.0002
58.85,19.28,Bi2Te3,0.00022
111.63,15.14,Skutterudite,0.0002
229.65,13.88,Skutterudite,0.0002
161.01,3.82,Bi2Te3,0.00022
192.35,16.41,PbTe,0.00018
217.64,2.15,Bi2Te3,0.00022
213.29,13.61,PbTe,0.00018
227.57,1.45,PbTe,0.00018
293.81,14.71,Bi2Te3,0.00022
126.28,13.65,Bi2Te3,0.00022
290.4,7.32,Bi2Te3,0.00022
134.65,2.06,Bi2Te3,0.00022
229.99,9.07,Bi2Te3,0.00022
160.16,10.66,PbTe,0.00018
150.88,19.25,PbTe,0.00018
93.69,4.14,Bi2Te3,0.00022
234.32,15.97,Bi2Te3,0.00022
201.31,6.82,Skutterudite,0.0002
88.33,12.42,PbTe,0.00018
90.85,10.76,PbTe,0.00018
250.12,16.29,Bi2Te3,0.00022
133.67,19.9,Bi2Te3,0.00022
115.5,1.46,Bi2Te3,0.00022
81.58,12.54,PbTe,0.00018
222.75,17.9,Skutterudite,0.0002
278.15,16.79,PbTe,0.00018
246.71,1.56,Bi2Te3,0.00022
194.39,2.21,PbTe,0.00018
78.51,10.64,PbTe,0.00018
188.86,7.22,Skutterudite,0.0002
125.08,11.5,Skutterudite,0.0002
80.9,14.05,Bi2Te3,0.00022
133.32,12.2,PbTe,0.00018
297.46,19.6,Bi2Te3,0.00022
260.13,15.18,PbTe,0.00018
251.29,3.74,Bi2Te3,0.00022
292.51,4.79,Skutterudite,0.0002
265.74,17.68,Skutterudite,0.0002
200.55,7.4,PbTe,0.00018
123.42,6.25,PbTe,0.00018
124.37,10.55,PbTe,0.00018
180.09,16.07,Bi2Te3,0.00022
189.86,2.45,PbTe,0.00018
197.02,13.58,Skutterudite,0.0002
168.94,15.1,PbTe,0.00018
90.56,5.82,PbTe,0.00018
88.87,12.51,PbTe,0.00018
195.3,5.69,Bi2Te3,0.00022
206.62,11.49,PbTe,0.00018
151.54,4.03,PbTe,0.00018
200.31,17.73,Skutterudite,0.0002
284.14,6.97,Skutterudite,0.0002
169.31,15.92,Skutterudite,0.0002
192.27,5.3,Skutterudite,0.0002
172.7,15.22,Bi2Te3,0.00022
126.13,5.75,PbTe,0.00018
280.61,9.67,Skutterudite,0.0002
226.22,7.5,PbTe,0.00018
294.64,4.53,PbTe,0.00018
101.85,17.87,Bi2Te3,0.00022
76.48,13.14,PbTe,0.00018
75.91,14.78,Skutterudite,0.0002
220.09,3.53,Bi2Te3,0.00022
220.64,13.31,PbTe,0.00018
242.84,9.08,Bi2Te3,0.00022
53.91,7.36,Bi2Te3,0.00022
195.72,12.55,Skutterudite,0.0002
54.55,3.96,Skutterudite,0.0002
194.46,13.65,Bi2Te3,0.00022
297.35,15.49,Skutterudite,0.0002
85.95,13.59,Bi2Te3,0.00022
50.16,8.51,Skutterudite,0.0002
98.54,7.24,Skutterudite,0.0002
162.24,11.05,PbTe,0.00018
70.37,13.67,Bi2Te3,0.00022
83.06,10.75,Skutterudite,0.0002
142.74,17.04,PbTe,0.00018
255.51,4.6,PbTe,0.00018
90.72,19.52,PbTe,0.00018
185.16,16.79,PbTe,0.00018
183.37,19.05,Bi2Te3,0.00022
191.76,5.95,PbTe,0.00018
244.84,16.65,Skutterudite,0.0002
149.08,1.35,Bi2Te3,0.00022
113.9,9.62,PbTe,0.00018
99.45,16.23,PbTe,0.00018
147.53,4.74,PbTe,0.00018
257.06,2.8,Skutterudite,0.0002
187.79,19.69,Skutterudite,0.0002
96.37,17.03,PbTe,0.00018
253.16,5.27,PbTe,0.00018
297.14,19.53,Skutterudite,0.0002
193.86,16.29,PbTe,0.00018
137.45,11.16,Skutterudite,0.0002
83.74,7.72,Bi2Te3,0.00022
112.97,12.06,PbTe,0.00018
134.9,14.65,PbTe,0.00018
276.85,13.35,PbTe,0.00018
74.39,7.02,PbTe,0.00018
210.37,8.64,Bi2Te3,0.00022
206.32,4.42,Bi2Te3,0.00022
220.6,5.69,PbTe,0.00018
179.16,9.75,Bi2Te3,0.00022
145.71,17.72,PbTe,0.00018
116.29,1.42,PbTe,0.00018
205.37,18.32,PbTe,0.00018
69.62,12.77,PbTe,0.00018
190.67,17.24,Skutterudite,0.0002
294,14.39,PbTe,0.00018
78.14,2.5,PbTe,0.00018
270.35,1.23,Skutterudite,0.0002
256.71,12.72,PbTe,0.00018
289.19,13.59,Bi2Te3,0.00022
90.43,11.76,PbTe,0.00018
122.18,9.13,Skutterudite,0.0002
153.06,5.95,Skutterudite,0.0002
84.27,8.53,PbTe,0.00018
208.99,5.83,PbTe,0.00018
95.79,9.55,PbTe,0.00018
156.54,5.22,Bi2Te3,0.00022
275.27,9.69,Bi2Te3,0.00022
292.76,14.63,PbTe,0.00018
80.22,12.84,Skutterudite,0.0002
226.34,15.34,Bi2Te3,0.00022
75.82,13.05,PbTe,0.00018
122.82,8.46,PbTe,0.00018
73.11,19.32,Skutterudite,0.0002
231.66,4.46,Bi2Te3,0.00022
160.65,19.6,Bi2Te3,0.00022
139.32,8.19,Skutterudite,0.0002
264.87,7.64,Bi2Te3,0.00022
200.35,16.86,Skutterudite,0.0002
217.16,14.03,Bi2Te3,0.00022
84.07,5.32,Skutterudite,0.0002
200.77,3.88,PbTe,0.00018
234.21,10.13,Bi2Te3,0.00022
240.8,11.67,Bi2Te3,0.00022
50.68,3.88,Skutterudite,0.0002
152.97,2.77,Bi2Te3,0.00022
229.23,13.65,PbTe,0.00018
187.88,3.27,Skutterudite,0.0002
102.89,3.57,Bi2Te3,0.00022
161.7,16.33,Bi2Te3,0.00022
155.62,15.58,Skutterudite,0.0002
106.44,7.59,Skutterudite,0.0002
205.73,18.09,PbTe,0.00018
168.25,1.57,PbTe,0.00018
237.07,19.35,PbTe,0.00018
99.78,2.09,Skutterudite,0.0002
245.54,17.07,Bi2Te3,0.00022
257.31,7.29,PbTe,0.00018
105.05,16.67,Bi2Te3,0.00022
121.06,4.56,Bi2Te3,0.00022
165.1,13.21,PbTe,0.00018
114.91,12.46,Bi2Te3,0.00022
266.48,10.16,Skutterudite,0.0002
133.63,14.56,Bi2Te3,0.00022
222.91,12.59,Skutterudite,0.0002
117.11,14.87,PbTe,0.00018
79.56,19.71,Skutterudite,0.0002
218.99,18.07,PbTe,0.00018
298.5,1.75,Bi2Te3,0.00022
296.44,13.57,Bi2Te3,0.00022
261.48,13.94,Bi2Te3,0.00022
79.22,16.04,PbTe,0.00018
170.05,12.46,Bi2Te3,0.00022
190.9,12.84,Bi2Te3,0.00022
256.44,17,PbTe,0.00018
203.33,14.93,Skutterudite,0.0002
273.27,16.25,Skutterudite,0.0002
280.51,14.04,Bi2Te3,0.00022
129.19,7.29,PbTe,0.00018
245,13.91,PbTe,0.00018
90.69,16.36,PbTe,0.00018
199.74,1.8,Skutterudite,0.0002
136.6,11.61,Bi2Te3,0.00022
180.46,8.09,Bi2Te3,0.00022
270.62,6.47,Bi2Te3,0.00022
224.83,15.23,PbTe,0.00018
284.47,5.87,Bi2Te3,0.00022
125.91,3.61,Bi2Te3,0.00022
293.18,6.53,PbTe,0.00018
113.12,16.61,Bi2Te3,0.00022
231.94,14.16,Skutterudite,0.0002
68.61,10.35,PbTe,0.00018
225,11.5,PbTe,0.00018
117.41,10.73,Bi2Te3,0.00022
94.38,5.62,Bi2Te3,0.00022
266.68,5.72,PbTe,0.00018
130.4,2.98,Bi2Te3,0.00022
246.94,9.18,PbTe,0.00018
100.1,5.98,Bi2Te3,0.00022
241.56,10.88,Skutterudite,0.0002
244.54,15.3,PbTe,0.00018
105.45,14.41,Skutterudite,0.0002
187.33,10.3,Skutterudite,0.0002
54.4,3.67,Skutterudite,0.0002
54.78,7.69,Bi2Te3,0.00022
